,co_code,company_name,co_industry_type,co_industry_gp_code,co_industry_name,nic_prod_code,nic_name
6568,245599,SYNTHETICS & CHEMICALS LTD.,1.0,101012053000000.0,Synthetic rubber,20132.0,Manufacture of synthetic rubber in primary forms
6569,245601,SYNTHIKO FOILS LTD.,1.0,101013505010000.0,Aluminium & aluminium products,24202.0,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys
6570,245701,SYSTEMATIX CORPORATE SERVICES LTD.,2.0,102059000000000.0,Other fee based financial services,66190.0,Activities auxiliary to financial service activities n.e.c.
6571,245704,SYSTEMATIX SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6572,245754,T & I GLOBAL LTD.,1.0,101040401000000.0,Wholesale trading,46599.0,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
6573,245784,MARKSANS PHARMA LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21009.0,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.
6574,245845,T C F C FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6575,245867,T C I INDUSTRIES LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
6576,245886,KYRA LANDSCAPES LTD.,1.0,101060101000000.0,Housing construction,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
6577,245891,T C M LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
6578,245897,T C N S CLOTHING CO. LTD.,1.0,101011520000000.0,Readymade garments,1410.0,"Manufacture of wearing apparel, except fur apparel"
6579,245901,T C P LTD.,1.0,101030105000000.0,Conventional electricity,35102.0,Electric power generation by coal based thermal power plants
6580,245935,T D POWER SYSTEMS LTD.,1.0,101014005050000.0,"Generators, transformers & switchgears",27101.0,"Manufacture of power generators (except battery charging alternators for internal combustion engines), motor generator sets (except turbine generator set units)"
6581,245982,EDUEXEL INFOTAINMENT LTD.,1.0,101041520010000.0,Production & distribution of films,59111.0,Production of motion picture
6582,246040,T I L LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
6583,246045,INTERWAVE TRADE & SERVICES LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6584,246196,T M T (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46101.0,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
6585,246273,T P I INDIA LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
6586,246338,T R C FINANCIAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
6587,246345,T R F LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
6588,246518,T T FINANCE LTD. [MERGED],2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
6589,246523,T T G INDUSTRIES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6590,246534,T T K BIOMED LTD. [MERGED],1.0,101012055000000.0,Rubber products,22193.0,Manufacture of rubber contraceptives
6591,246535,T T K HEALTHCARE LTD.,1.0,101040401000000.0,Wholesale trading,46497.0,Wholesale of pharmaceutical and medical goods
6592,246538,T T K PRESTIGE LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
6593,246546,T T LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6594,246599,T V S ELECTRONICS LTD. [MERGED],1.0,101014010010000.0,"Computers, peripherals & storage devices",26209.0,Manufacture of computers and peripheral equipment n.e.c.
6595,246602,T V S ELECTRONICS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6596,246611,T V S LAKSHMI CREDIT LTD. [MERGED],2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
6597,246615,T V S MOTOR CO. LTD.,1.0,101014502011500.0,Two & three wheelers,30911.0,"Manufacture of motorcycles, scooters, mopeds etc. and their engine"
6598,246623,T V S SRICHAKRA LTD.,1.0,101014502052000.0,Tyres & tubes,22119.0,Manufacture of rubber tyres and tubes n.e.c.
6599,246626,T V S-SUZUKI LTD. [MERGED],1.0,101014502011500.0,Two & three wheelers,30911.0,"Manufacture of motorcycles, scooters, mopeds etc. and their engine"
6600,246634,T V TODAY NETWORK LTD.,1.0,101041520050000.0,Media-broadcasting,6020.0,Television programming and broadcasting activities
6601,246685,UNIVERSAL ARTS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6602,246756,TAI CHONBANG TEXTILE INDS. LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6603,246757,TAI INDUSTRIES LTD.,1.0,101040401000000.0,Wholesale trading,46102.0,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
6604,246780,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,1.0,101012045010000.0,"Plastic tubes, pipes, fittings & sheets",22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
6605,246785,T P L PLASTECH LTD.,1.0,101012045100000.0,Plastic packaging goods,22208.0,Manufacture of polymer/ synthetic / PVC water storage tanks
6606,246814,TAJ G V K HOTELS & RESORTS LTD.,1.0,101040101000000.0,Hotels & restaurants,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
6607,246871,MANGAL CREDIT & FINCORP LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
6608,246950,TALAVADI ROCK & MINERAL PRODUCTS LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
6609,246955,TALBROS AUTOMOTIVE COMPONENTS LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
6610,246956,TALBROS ENGINEERING LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
6611,247096,TAMARAI MILLS LTD.,1.0,101011515000000.0,Textile processing,13131.0,Finishing of cotton and blended cotton textiles.
6612,247160,TAMIL NADU NEWSPRINT & PAPERS LTD.,1.0,101015001050000.0,Paper & newsprint,17093.0,"Manufacture of printing, writing and photocopying paper ready for use"
6613,247205,TAMILNAD HOSPITAL LTD.,1.0,101041515000000.0,Health services,86100.0,Hospital activities
6614,247221,TAMILNADU DADHA PHARMACEUTICALS LTD. [MERGED],1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
6615,247227,TAMILNADU EXPLOSIVES LTD.,,,,,
6616,247240,TAMILNADU JAI BHARATH MILLS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6617,247249,TAMILNADU PETROPRODUCTS LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
6618,247258,TAMILNADU SPONGE LTD.,1.0,101013501050000.0,Sponge iron,24102.0,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products
6619,247262,TAMILNADU STEEL TUBES LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
6620,247266,TAMILNADU TELECOMMUNICATIONS LTD.,1.0,101014005010000.0,Wires & cables,27310.0,Manufacture of fibre optic cables for data transmission or live transmission of images
6621,247375,TANEJA AEROSPACE & AVIATION LTD.,1.0,101014590000000.0,Other transport equipment & ancillaries,3030.0,Manufacture of air and spacecraft and related machinery
6622,247391,TANFAC INDUSTRIES LTD.,1.0,101012001000000.0,Inorganic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
6623,247452,TANLA SOLUTIONS LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
6624,247501,G P T INFRAPROJECTS LTD.,1.0,101060203000000.0,Infrastructural construction,42909.0,Other civil engineering projects n.e.c.
6625,247502,TANTIA CONSTRUCTIONS LTD.,1.0,101060203000000.0,Infrastructural construction,42101.0,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways"
6626,247512,SOCRUS BIO SCIENCES LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6627,247612,TAPARIA TOOLS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6628,247683,TAPURIAH STEELS LTD.,1.0,101013501100000.0,Steel,24103.0,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel"
6629,247749,TARAI FOODS LTD.,1.0,101011150000000.0,Other agricultural products,1136.0,Growing of mushrooms and truffles
6630,247825,TARAPUR TRANSFORMERS LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
6631,247918,S P V GLOBAL TRDG. LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
6632,247992,INERTIA STEEL LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
6633,248022,TASHI INDIA LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6634,248057,TASTY BITE EATABLES LTD.,1.0,101011101701000.0,Processed foods,10799.0,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like Manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
6635,248068,TATA ADVANCED MATERIALS LTD.,1.0,101014010050000.0,Communication equipment,26309.0,Manufacture of other communication equipments n.e.c.
6636,248083,TATA CHEMICALS LTD.,1.0,101016000000000.0,Diversified manufacturing,34.0,Diversified
6637,248085,TATA COFFEE LTD.,1.0,101011101100000.0,Coffee,10792.0,"Coffee curing, roasting, grinding blending etc. and manufacturing of coffee products"
6638,248086,DAVY ASHMORE INDIA PVT. LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
6639,248092,TATA ELXSI LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
6640,248093,TATA MOTORS LTD.,1.0,101014502010500.0,Commercial vehicles,29102.0,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc."
6641,248098,TATA FINANCE LTD. [MERGED],2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6642,248110,HONEYWELL AUTOMATION INDIA LTD.,1.0,101014010900000.0,Other electronics,26517.0,Manufacture of industrial process control equipment
6643,248112,TATA HYDRO-ELECTRIC POWER SUPPLY CO. LTD. [MERGED],1.0,101030105000000.0,Conventional electricity,35101.0,Electric power generation by hydroelectric power plants
6644,248129,INFOMEDIA PRESS LTD.,1.0,101012510000000.0,Books & cards,58132.0,Publishing of journals and periodicals
6645,248131,TATA INFOTECH LTD. [MERGED],1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
6646,248135,TATA INVESTMENT CORPN. LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6647,248136,TATA STEEL LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
6648,248154,TATA METALIKS LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
6649,248155,TATA METALS & STRIPS LTD. [MERGED],1.0,101013501100000.0,Steel,24109.0,Manufacture of other basic iron and steel n.e.c
6650,248161,TATA OIL MILLS CO. LTD. [MERGED],1.0,101012501000000.0,"Cosmetics, toiletries, soaps & detergents",20231.0,Manufacture of soap all forms
6651,248165,TATA POWER CO. LTD.,1.0,101030105000000.0,Conventional electricity,35103.0,"Electric power generation by non-coal based thermal (e.g. diesel, gas )"
6652,248173,TATA S S L LTD. [MERGED],1.0,101013501500000.0,Other ferrous metal products,24108.0,Manufacture of wire of steel by cold drawing or stretching
6653,248179,TATA STEEL LONG PRODUCTS LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
6654,248186,TATA GLOBAL BEVERAGES LTD.,1.0,101011101050000.0,Tea,10791.0,Processing and blending of tea including Manufacture of instant tea
6655,248191,A G C NETWORKS LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
6656,248209,TAYO ROLLS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6657,248212,TATANAGAR BRICKS LTD.,1.0,101013010000000.0,Refractories,23912.0,"Manufacture of refractory bricks, blocks tiles and similar refractory ceramic constructional goods"
6658,248234,KREON FINNANCIAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
6659,248236,TATIA GLOBAL VENTURE LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6660,248411,T C I FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
6661,248421,TEA ESTATES INDIA LTD. [MERGED],1.0,101011101050000.0,Tea,10791.0,Processing and blending of tea including Manufacture of instant tea
6662,248424,TEA TIME LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6663,248437,TEAKTEX PROCESSING COMPLEX LTD.,1.0,101011515000000.0,Textile processing,13131.0,Finishing of cotton and blended cotton textiles.
6664,248553,VIRTUAL GLOBAL EDUCATION LTD.,1.0,101041517000000.0,Education,85302.0,Higher education in engineering / other technical courses leading to a university degree or equivalent
6665,248696,TECHNO ELECTRIC & ENGG. CO. LTD. [MERGED],1.0,101060201000000.0,Industrial construction,42201.0,Construction and maintenance of power plants
6666,248714,TECHNO FORGE LTD.,1.0,101013501150000.0,Castings & forgings,25910.0,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
6667,248802,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,1.0,101016000000000.0,Diversified manufacturing,34.0,Diversified
6668,248823,TECHNOFAB ENGINEERING LTD.,1.0,101013501500000.0,Other ferrous metal products,25999.0,Manufacture of other fabricated metal products n.e.c.
